specieskey	highertaxon_key	kingdom	phylum	order	family	genus	species
11211105	131	Animalia	Chordata		Diadectidae	Ichniotherium	Ichniotherium cottae
11211924	131	Animalia	Chordata	Caudata	Batrachosauroididae	Palaeoproteus	Palaeoproteus klatti
11213401	131	Animalia	Chordata		Benthosuchidae	Angusaurus	Angusaurus dentatus
11214635	131	Animalia	Chordata	Anura	Palaeobatrachidae	Palaeobatrachus	Palaeobatrachus luedecki
11214801	131	Animalia	Chordata		Keraterpetontidae	Keraterpeton	Ceraterpeton punctolineatum
11216451	131	Animalia	Chordata	Anura	Palaeobatrachidae	Messelobatrachus	Messelobatrachus tobieni
11217021	131	Animalia	Chordata			Adenoderma	Adenoderma gracilis
11217681	131	Animalia	Chordata		Trematopsidae	Mordex	Mordex calliprepes
11219082	131	Animalia	Chordata			Baropezia	Baropezia abscissa
11219175	131	Animalia	Chordata			Sparagmites	Sparagmites lacertinus
11259842	131	Animalia	Chordata			Batrachichnus	Batrachichnus salamandroides
11370808	131	Animalia	Chordata		Benthosuchidae	Thoosuchus	Thoosuchus abbasovi
11374052	131	Animalia	Chordata	Caudata	Plethodontidae	Palaeoplethodon	Palaeoplethodon hispaniolae
11378377	131	Animalia	Chordata			Eupleurodus	Eupleurodus sulcatus
11432485	131	Animalia	Chordata	Caudata		Marmorerpeton	Marmorerpeton wakei
11515415	131	Animalia	Chordata		Zatrachydidae	Chemnitzion	Chemnitzion richteri
11530875	131	Animalia	Chordata		Enosuchidae	Kitiakia	Kitiakia firma
11536176	131	Animalia	Chordata		Enosuchidae	Enosuchus	Enosuchus alveolatus
11684907	131	Animalia	Chordata			Ichnium	Ichnium dolichodactylum
11687750	131	Animalia	Chordata			Ichnium	Ichnium acrodactylum
11687776	131	Animalia	Chordata	Caudata	Urodeles	Balveherpeton	Balveherpeton hoennetalensis
11710108	131	Animalia	Chordata	Caudata	Proteidae	Euronecturus	Euronecturus grogu
11779292	131	Animalia	Chordata			Ichnium	Ichnium pachydactylum
11795451	131	Animalia	Chordata		Metoposauridae	Metoposaurus	Metoposaurus krasiejowensis
11840241	131	Animalia	Chordata			Ichnium	Ichnium anakolodactylum
11873316	131	Animalia	Chordata			Ichnium	Ichnium rhopalodactylum
4822171	11493978	Animalia	Chordata		Crocodylidae	Quinkana	Quinkana timara
4822172	11493978	Animalia	Chordata		Crocodylidae	Quinkana	Quinkana fortirostrum
4822209	11493978	Animalia	Chordata		Crocodylidae	Baru	Baru darrowi
4967595	11493978	Animalia	Chordata		Gavialidae	Piscogavialis	Piscogavialis jugaliperforatus
4967600	11493978	Animalia	Chordata		Gavialidae	Gavialis	Gavialis browni
4967601	11493978	Animalia	Chordata		Gavialidae	Gavialis	Gavialis lewisi
4967602	11493978	Animalia	Chordata		Gavialidae	Gavialis	Gavialis curvirostris
4967606	11493978	Animalia	Chordata		Gavialidae	Ikanogavialis	Ikanogavialis gameroi
4967607	11493978	Animalia	Chordata		Gavialidae	Hesperogavialis	Hesperogavialis cruxenti
4967608	11493978	Animalia	Chordata		Gavialidae	Gryposuchus	Gryposuchus jessei
4967609	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma kerunense
4967610	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma dowsoni
4967619	11493978	Animalia	Chordata		Alligatoridae	Akanthosuchus	Akanthosuchus langstoni
4967654	11493978	Animalia	Chordata		Crocodylidae	Brachychampsa	Brachychampsa montana
4967656	11493978	Animalia	Chordata		Crocodylidae	Procaimanoidea	Procaimanoidea utahensis
4967660	11493978	Animalia	Chordata		Crocodylidae	Allognathosuchus	Allognathosuchus wartheni
4967661	11493978	Animalia	Chordata		Alligatoridae	Navajosuchus	Allognathosuchus mooki
4967664	11493978	Animalia	Chordata		Crocodylidae	Hassiacosuchus	Hassiacosuchus haupti
4967682	11493978	Animalia	Chordata		Crocodylidae	Leidyosuchus	Leidyosuchus canadensis
4967686	11493978	Animalia	Chordata		Alligatoridae	Orthogenysuchus	Orthogenysuchus olseni
4967703	11493978	Animalia	Chordata		Alligatoridae	Ceratosuchus	Ceratosuchus burdoshi
4967704	11493978	Animalia	Chordata		Alligatoridae	Eocaiman	Eocaiman cavernensis
4967706	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator olseni
4967707	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator thomsoni
4967708	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator mefferdi
4967717	11493978	Animalia	Chordata		Gavialidae	Argochampsa	Argochampsa krebsi
4967722	11493978	Animalia	Chordata		Crocodylidae	Sarcosuchus	Sarcosuchus imperator
5816332	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Diplocynodon darwini
5935946	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus megarhinus
5935952	11493978	Animalia	Chordata		Crocodylidae	Rimasuchus	Crocodilus lloydi
8120969	11493978	Animalia	Chordata		Crocodylidae	Thoracosaurus	Holops pneumaticus
8438144	11493978	Animalia	Chordata		Alligatoridae	Wannaganosuchus	Wannaganosuchus brachymanus
8439650	11493978	Animalia	Chordata		Crocodylidae	Quinkana	Quinkana meboldi
8442443	11493978	Animalia	Chordata		Gavialidae	Melitosaurus	Melitosaurus champsoides
8446150	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus gaudense
8450464	11493978	Animalia	Chordata		Crocodylidae	Zhyrasuchus	Zhyrasuchus angustifrons
8452621	11493978	Animalia	Chordata		Crocodylidae	Tadzhikosuchus	Tadzhikosuchus macrodentis
8452935	11493978	Animalia	Chordata		Crocodylidae	Leptorramphus	Leptorramphus entrerrianus
8454167	11493978	Animalia	Chordata		Crocodylidae	Thoracosaurus	Thoracosaurus borissiaki
8455118	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator luicus
8459150	11493978	Animalia	Chordata		Alligatoridae	Gnatusuchus	Gnatusuchus pebasensis
8460649	11493978	Animalia	Chordata		Gavialidae	Ferganosuchus	Ferganosuchus planus
8460954	11493978	Animalia	Chordata		Alligatoridae	Stangerochampsa	Stangerochampsa mccabei
8464983	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator darwini
8465620	11493978	Animalia	Chordata		Crocodylidae	Allognathosuchus	Allognathosuchus woutersi
8467171	11493978	Animalia	Chordata		Crocodylidae	Charactosuchus	Charactosuchus sansoai
8469706	11493978	Animalia	Chordata		Crocodylidae	Thecachampsa	Thecachampsa sericodon
8470010	11493978	Animalia	Chordata		Gavialidae	Gavialosuchus	Gavialosuchus eggenburgensis
8471532	11493978	Animalia	Chordata		Alligatoridae	Kuttanacaiman	Kuttanacaiman iquitosensis
8473726	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus subulatus
8476253	11493978	Animalia	Chordata		Alligatoridae	Eocaiman	Eocaiman itaboraiensis
8477783	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma taiwanicus
8480384	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus ziphodon
8487343	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma tandoni
8490452	11493978	Animalia	Chordata		Crocodylidae	Kentisuchus	Kentisuchus astrei
8491147	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus falconensis
8491462	11493978	Animalia	Chordata		Crocodylidae	Aldabrachampsus	Aldabrachampsus dilophus
8499762	11493978	Animalia	Chordata		Alligatoridae	Caiman	Caiman brevirostris
8502053	11493978	Animalia	Chordata		Crocodylidae	Euthecodon	Euthecodon brumpti
8502364	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus chamensis
8506248	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma calaritanus
8507232	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Diplocynodon tormis
8513094	11493978	Animalia	Chordata		Crocodylidae	Baru	Baru wickeni
8513426	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus parvus
8516045	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma borisovi
8520024	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus thorbjarnarsoni
8521664	11493978	Animalia	Chordata		Gavialidae	Eogavialis	Eogavialis andrewsi
8522671	11493978	Animalia	Chordata		Crocodylidae	Necrosuchus	Necrosuchus ionensis
8526952	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus sulciferus
8527284	11493978	Animalia	Chordata		Crocodylidae	Charactosuchus	Charactosuchus fieldsi
8528607	11493978	Animalia	Chordata		Gavialidae	Aktiogavialis	Aktiogavialis puertoricensis
8528929	11493978	Animalia	Chordata		Alligatoridae	Lianghusuchus	Lianghusuchus hengyangensis
8533173	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Diplocynodon elavericus
8535477	11493978	Animalia	Chordata		Crocodylidae	Brachychampsa	Brachychampsa sealeyi
8535798	11493978	Animalia	Chordata		Crocodylidae	Culebrasuchus	Culebrasuchus mesoamericanus
8538196	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus palaeindicus
8547265	11493978	Animalia	Chordata		Alligatoridae	Melanosuchus	Melanosuchus fisheri
8549960	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus antiquus
8551604	11493978	Animalia	Chordata		Crocodylidae	Deinosuchus	Deinosuchus riograndensis
8552299	11493978	Animalia	Chordata		Crocodylidae	Mourasuchus	Mourasuchus amazonensis
8552629	11493978	Animalia	Chordata		Crocodylidae	Sarcosuchus	Sarcosuchus hartti
8553967	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma gaudense
8554306	11493978	Animalia	Chordata		Crocodylidae	Thecachampsa	Thecachampsa marylandica
8556663	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus grypus
8557014	11493978	Animalia	Chordata		Crocodylidae	Baru	Baru huberi
8559771	11493978	Animalia	Chordata		Gavialidae	Rhamphosuchus	Rhamphosuchus crassidens
8563036	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Diplocynodon remensis
8564103	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma lusitanicum
8565800	11493978	Animalia	Chordata		Alligatoridae	Purussaurus	Purussaurus brasiliensis
8566830	11493978	Animalia	Chordata		Crocodylidae	Planocrania	Planocrania datangensis
8568530	11493978	Animalia	Chordata		Crocodylidae	Euthecodon	Euthecodon nitriae
8572607	11493978	Animalia	Chordata		Crocodylidae	Penghusuchus	Penghusuchus pani
8577015	11493978	Animalia	Chordata		Crocodylidae	Thoracosaurus	Thoracosaurus brevispinus
8578078	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator hantoniensis
8580065	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus gariepensis
8582488	11493978	Animalia	Chordata		Crocodylidae	Globidentosuchus	Globidentosuchus brachyrostris
8585218	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Diplocynodon ratelii
8588884	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator gaudryi
8589973	11493978	Animalia	Chordata		Gavialidae	Gryposuchus	Gryposuchus pachakamue
8591363	11493978	Animalia	Chordata		Crocodylidae	Trilophosuchus	Trilophosuchus rackhami
8594567	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma coppensi
8596245	11493978	Animalia	Chordata		Alligatoridae	Eocaiman	Eocaiman palaeocenicus
8609259	11493978	Animalia	Chordata		Gavialidae	Rhamphostomopsis	Rhamphostomopsis neogaeus
8618059	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus anthropophagus
8618439	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Crocodilus plenidens
8620138	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator mcgrewi
8622645	11493978	Animalia	Chordata		Gavialidae	Paratomistoma	Paratomistoma courti
8623000	11493978	Animalia	Chordata		Crocodylidae	Aigialosuchus	Aigialosuchus villandensis
8627542	11493978	Animalia	Chordata		Alligatoridae	Caiman	Caiman gasparinae
8629982	11493978	Animalia	Chordata		Crocodylidae	Euthecodon	Euthecodon arambourgi
8630342	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus greenwoodi
8631751	11493978	Animalia	Chordata		Crocodylidae	Planocrania	Planocrania hengdongensis
8632082	11493978	Animalia	Chordata		Crocodylidae	Deinosuchus	Deinosuchus hatcheri
8632836	11493978	Animalia	Chordata		Alligatoridae	Purussaurus	Purussaurus mirandai
8634589	11493978	Animalia	Chordata		Gavialidae	Maomingosuchus	Tomistoma petrolica
8637839	11493978	Animalia	Chordata		Crocodylidae	Quinkana	Quinkana babarra
8639592	11493978	Animalia	Chordata		Crocodylidae	Krabisuchus	Krabisuchus siamogallicus
8642141	11493978	Animalia	Chordata		Crocodylidae	Volia	Volia athollandersoni
8642513	11493978	Animalia	Chordata		Crocodylidae	Mecistops	Crocodylus nkondoensis
8645406	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma champsoides
8647177	11493978	Animalia	Chordata		Crocodylidae	Mourasuchus	Mourasuchus arendsi
8647952	11493978	Animalia	Chordata		Crocodylidae	Deinosuchus	Phobosuchus riograndensis
8652634	11493978	Animalia	Chordata		Alligatoridae	Caiman	Caiman wannlangstoni
8654420	11493978	Animalia	Chordata		Crocodylidae	Dollosuchoides	Dollosuchoides densmorei
8660585	11493978	Animalia	Chordata		Crocodylidae	Tomistoma	Tomistoma brumpti
8665296	11493978	Animalia	Chordata		Crocodylidae	Brachyuranochampsa	Brachyuranochampsa eversolei
8667125	11493978	Animalia	Chordata		Crocodylidae	Centenariosuchus	Centenariosuchus gilmorei
8671884	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator heterodon
8672986	11493978	Animalia	Chordata		Gavialidae	Siquisiquesuchus	Siquisiquesuchus venezuelensis
8674445	11493978	Animalia	Chordata		Crocodylidae	Charactosuchus	Charactosuchus kugleri
8674814	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus wheelerii
8677813	11493978	Animalia	Chordata		Gavialidae	Toyotamaphimeia	Toyotamaphimeia machikanense
8679250	11493978	Animalia	Chordata		Crocodylidae	Tienosuchus	Tienosuchus hsiangi
8682171	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus elliottii
8687340	11493978	Animalia	Chordata		Crocodylidae	Thecachampsa	Thecachampsa minor
8689919	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus checchiai
8691750	11493978	Animalia	Chordata		Gavialidae	Gryposuchus	Gryposuchus croizati
8696961	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Diplocynodon hantoniensis
8699952	11493978	Animalia	Chordata		Crocodylidae	Tsoabichi	Tsoabichi greenriverensis
8704427	11493978	Animalia	Chordata		Gavialidae	Gavialis	Gavialis bengawanicus
8704809	11493978	Animalia	Chordata		Crocodylidae	Eoalligator	Eoalligator chunyii
8742372	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodilus aptus
8763872	11493978	Animalia	Chordata		Alligatoridae	Purussaurus	Dinosuchus neivensis
8953848	11493978	Animalia	Chordata		Crocodylidae	Allognathosuchus	Chrysochampsa mlynarskii
9048287	11493978	Animalia	Chordata		Gavialidae	Gryposuchus	Gavialis colombianus
9055173	11493978	Animalia	Chordata		Crocodylidae	Allognathosuchus	Crocodilus heterodon
9148198	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus solaris
9227196	11493978	Animalia	Chordata		Crocodylidae	Allognathosuchus	Crocodilus polyodon
9240882	11493978	Animalia	Chordata		Crocodylidae	Thecachampsa	Crocodilus antiqua
9253412	11493978	Animalia	Chordata		Alligatoridae	Alligator	Crocodilus prenasalis
9257307	11493978	Animalia	Chordata		Gavialidae	Megadontosuchus	Crocodylus arduini
9259722	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Enneodon ungeri
9263709	11493978	Animalia	Chordata		Crocodylidae	Mourasuchus	Nettosuchus atopus
9276352	11493978	Animalia	Chordata		Gavialidae	Eogavialis	Tomistoma africanum
9292919	11493978	Animalia	Chordata		Crocodylidae	Thoracosaurus	Gavialis neocesariensis
9320009	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Crocodilus buetikonensis
9330394	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Baryphracta deponiae
9334447	11493978	Animalia	Chordata		Crocodylidae	Mourasuchus	Mourasuchus pattersoni
9343578	11493978	Animalia	Chordata		Alligatoridae	Caiman	Jacaretinga praecursor
9366961	11493978	Animalia	Chordata		Crocodylidae	Thecachampsa	Gavialosuchus carolinensis
9375044	11493978	Animalia	Chordata		Gavialidae	Eogavialis	Tomistoma gavialoides
9378975	11493978	Animalia	Chordata		Alligatoridae	Caiman	Crocodilus australis
9427855	11493978	Animalia	Chordata		Gavialidae	Toyotamaphimeia	Tomistoma machikanense
9434517	11493978	Animalia	Chordata		Alligatoridae	Listrognathosuchus	Leidyosuchus multidentatus
9463696	11493978	Animalia	Chordata		Crocodylidae	Bottosaurus	Crocodilus harlani
9519242	11493978	Animalia	Chordata		Crocodylidae	Kentisuchus	Crocodilus spenceri
9526972	11493978	Animalia	Chordata		Crocodylidae	Brochuchus	Crocodylus pigotti
9528452	11493978	Animalia	Chordata		Crocodylidae	Thoracosaurus	Holops cordatus
9543678	11493978	Animalia	Chordata		Alligatoridae	Caiman	Crocodilus paranensis
9557174	11493978	Animalia	Chordata		Crocodylidae	Thoracosaurus	Crocodilus isorhynchus
9569666	11493978	Animalia	Chordata		Crocodylidae	Voay	Crocodylus robustus
9603888	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Hispanochampsa muelleri
9621777	11493978	Animalia	Chordata		Crocodylidae	Procaimanoidea	Hassiacosuchus kayi
9632757	11493978	Animalia	Chordata		Gavialidae	Gryposuchus	Ramphostoma neogaeus
9972794	11493978	Animalia	Chordata		Gavialidae	Dadagavialis	Dadagavialis gunai
10088914	11493978	Animalia	Chordata		Gavialidae	Aktiogavialis	Aktiogavialis caribesi
10220101	11493978	Animalia	Chordata		Crocodylidae	Thoracosaurus	Crocodilus macrorhynchus
10467475	11493978	Animalia	Chordata		Crocodylidae	Bottosaurus	Bottosaurus perrugosus
10727736	11493978	Animalia	Chordata		Alligatoridae	Melanosuchus	Melanosuchus latrubessei
10869615	11493978	Animalia	Chordata		Alligatoridae	Alligator	Alligator hailensis
11113353	11493978	Animalia	Chordata		Gavialidae	Gavialosuchus	Gavialosuchus antiquus
11124069	11493978	Animalia	Chordata		Alligatoridae	Protocaiman	Protocaiman peligrensis
11128979	11493978	Animalia	Chordata		Alligatoridae	Caimanosuchus	Caimanosuchus brevirostris
11143206	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus crassidens
11150644	11493978	Animalia	Chordata		Crocodylidae	Bottosaurus	Bottosaurus fustidens
11163574	11493978	Animalia	Chordata		Crocodylidae	Dzungarisuchus	Dzungarisuchus manacensis
11165841	11493978	Animalia	Chordata		Gavialidae	Gavialinum	Gavialinum rhodani
11171989	11493978	Animalia	Chordata		Alligatoridae	Chinatichampsus	Chinatichampsus wilsonorum
11192264	11493978	Animalia	Chordata		Crocodylidae	Brochuchus	Brochuchus parvidens
11205421	11493978	Animalia	Chordata		Alligatoridae	Acresuchus	Acresuchus pachytemporalis
11205800	11493978	Animalia	Chordata		Crocodylidae	Deinosuchus	Deinosuchus schwimmeri
11213277	11493978	Animalia	Chordata		Alligatoridae	Eocenosuchus	Eocenosuchus weigelti
11215797	11493978	Animalia	Chordata		Crocodylidae	Crocodylus	Crocodylus gangeticus
11221053	11493978	Animalia	Chordata		Gavialidae	Gunggamarandu	Gunggamarandu maunala
11516433	11493978	Animalia	Chordata		Gavialidae	Maomingosuchus	Maomingosuchus acutirostris
11689578	11493978	Animalia	Chordata		Gavialidae	Sacacosuchus	Sacacosuchus cordovai
11702094	11493978	Animalia	Chordata		Crocodylidae	Kinyang	Kinyang mabokoensis
11751904	11493978	Animalia	Chordata		Alligatoridae	Diplocynodon	Diplocynodon kochi
11765000	11493978	Animalia	Chordata		Crocodylidae	Kinyang	Kinyang tchernovi
11835606	11493978	Animalia	Chordata		Gavialidae	Hanyusuchus	Hanyusuchus sinensis
11877974	11493978	Animalia	Chordata		Gavialidae	Sakhibaghoon	Sakhibaghoon khizari
2473657	212	Animalia	Chordata	Galliformes	Phasianidae	Ophrysia	Ophrysia superciliosa
2474139	212	Animalia	Chordata	Galliformes	Phasianidae	Coturnix	Coturnix novaezelandiae
2474407	212	Animalia	Chordata	Gruiformes	Rallidae	Nesoclopeus	Nesoclopeus poecilopterus
2474521	212	Animalia	Chordata	Gruiformes	Rallidae	Gallirallus	Gallirallus dieffenbachii
2474522	212	Animalia	Chordata	Gruiformes	Rallidae	Gallirallus	Gallirallus modestus
2474523	212	Animalia	Chordata	Gruiformes	Rallidae	Gallirallus	Gallirallus pacificus
2474533	212	Animalia	Chordata	Gruiformes	Rallidae	Gallirallus	Gallirallus wakensis
2474543	212	Animalia	Chordata	Gruiformes	Rallidae	Gallirallus	Gallirallus sharpei
2474611	212	Animalia	Chordata	Gruiformes	Rallidae	Porzana	Porzana monasa
2474619	212	Animalia	Chordata	Gruiformes	Rallidae	Porzana	Porzana palmeri
2474638	212	Animalia	Chordata	Gruiformes	Rallidae	Porzana	Porzana sandwichensis
2475706	212	Animalia	Chordata	Coraciiformes	Alcedinidae	Todiramphus	Todiramphus gambieri
2478577	212	Animalia	Chordata	Piciformes	Picidae	Campephilus	Campephilus imperialis
2479360	212	Animalia	Chordata	Psittaciformes	Psittacidae	Anodorhynchus	Anodorhynchus glaucus
2479449	212	Animalia	Chordata	Psittaciformes	Psittacidae	Conuropsis	Conuropsis carolinensis
2479592	212	Animalia	Chordata	Psittaciformes	Psittacidae	Nestor	Nestor productus
2479777	212	Animalia	Chordata	Psittaciformes	Psittacidae	Charmosyna	Charmosyna diadema
2480087	212	Animalia	Chordata	Psittaciformes	Psittacidae	Psephotus	Psephotus pulcherrimus
2480141	212	Animalia	Chordata	Psittaciformes	Psittacidae	Mascarinus	Mascarinus mascarin
2480267	212	Animalia	Chordata	Charadriiformes	Haematopodidae	Haematopus	Haematopus meadewaldoi
2480846	212	Animalia	Chordata	Pelecaniformes	Ardeidae	Ixobrychus	Ixobrychus novaezelandiae
2480992	212	Animalia	Chordata	Falconiformes	Falconidae	Caracara	Caracara lutosa
2481730	212	Animalia	Chordata	Charadriiformes	Scolopacidae	Prosobonia	Prosobonia cancellata
2481731	212	Animalia	Chordata	Charadriiformes	Scolopacidae	Prosobonia	Prosobonia leucoptera
2481902	212	Animalia	Chordata	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax perspicillatus
2482019	212	Animalia	Chordata	Procellariiformes	Hydrobatidae	Oceanodroma	Oceanodroma macrodactyla
2482042	212	Animalia	Chordata	Podicipediformes	Podicipedidae	Tachybaptus	Tachybaptus rufolavatus
2482050	212	Animalia	Chordata	Podicipediformes	Podicipedidae	Podiceps	Podiceps andinus
2482076	212	Animalia	Chordata	Podicipediformes	Podicipedidae	Podilymbus	Podilymbus gigas
2482431	212	Animalia	Chordata	Passeriformes	Ptilonorhynchidae	Turnagra	Turnagra capensis
2484176	212	Animalia	Chordata	Passeriformes	Icteridae	Quiscalus	Quiscalus palustris
2484498	212	Animalia	Chordata	Passeriformes	Callaeatidae	Heteralocha	Heteralocha acutirostris
2484584	212	Animalia	Chordata	Passeriformes	Acanthisittidae	Xenicus	Xenicus longipes
2484588	212	Animalia	Chordata	Passeriformes	Acanthisittidae	Xenicus	Xenicus lyalli
2486564	212	Animalia	Chordata	Passeriformes	Acanthizidae	Gerygone	Gerygone insularis
2486647	212	Animalia	Chordata	Passeriformes	Monarchidae	Myiagra	Myiagra freycineti
2486982	212	Animalia	Chordata	Passeriformes	Mohoidae	Moho	Moho braccatus
2486983	212	Animalia	Chordata	Passeriformes	Mohoidae	Moho	Moho apicalis
2486984	212	Animalia	Chordata	Passeriformes	Mohoidae	Moho	Moho nobilis
2486985	212	Animalia	Chordata	Passeriformes	Mohoidae	Moho	Moho bishopi
2489021	212	Animalia	Chordata	Passeriformes	Sturnidae	Aplonis	Aplonis corvina
2489026	212	Animalia	Chordata	Passeriformes	Sturnidae	Aplonis	Aplonis mavornata
2489040	212	Animalia	Chordata	Passeriformes	Sturnidae	Aplonis	Aplonis fusca
2489045	212	Animalia	Chordata	Passeriformes	Sturnidae	Fregilupus	Fregilupus varius
2489095	212	Animalia	Chordata	Passeriformes	Sturnidae	Necropsar	Necropsar rodericanus
2489393	212	Animalia	Chordata	Passeriformes	Zosteropidae	Zosterops	Zosterops strenuus
2490777	212	Animalia	Chordata	Passeriformes	Turdidae	Turdus	Turdus ravidus
2490844	212	Animalia	Chordata	Passeriformes	Turdidae	Myadestes	Myadestes woahensis
2490853	212	Animalia	Chordata	Passeriformes	Turdidae	Myadestes	Myadestes myadestinus
2490909	212	Animalia	Chordata	Passeriformes	Turdidae	Zoothera	Zoothera terrestris
2494309	212	Animalia	Chordata	Passeriformes	Fringillidae	Dysmorodrepanis	Dysmorodrepanis munroi
2494528	212	Animalia	Chordata	Passeriformes	Fringillidae	Ciridops	Ciridops anna
2494564	212	Animalia	Chordata	Passeriformes	Fringillidae	Melamprosops	Melamprosops phaeosoma
2494575	212	Animalia	Chordata	Passeriformes	Fringillidae	Rhodacanthis	Rhodacanthis palmeri
2494576	212	Animalia	Chordata	Passeriformes	Fringillidae	Rhodacanthis	Rhodacanthis flaviceps
2494585	212	Animalia	Chordata	Passeriformes	Fringillidae	Paroreomyza	Paroreomyza flammea
2494617	212	Animalia	Chordata	Passeriformes	Fringillidae	Hemignathus	Hemignathus lucidus
2494785	212	Animalia	Chordata	Passeriformes	Fringillidae	Chloridops	Chloridops kona
2495564	212	Animalia	Chordata	Columbiformes	Columbidae	Ptilinopus	Ptilinopus mercierii
2495898	212	Animalia	Chordata	Columbiformes	Columbidae	Ectopistes	Ectopistes migratorius
2496195	212	Animalia	Chordata	Columbiformes	Columbidae	Microgoura	Microgoura meeki
2496198	212	Animalia	Chordata	Columbiformes	Columbidae	Raphus	Raphus cucullatus
2496200	212	Animalia	Chordata	Columbiformes	Columbidae	Pezophaps	Pezophaps solitaria
2496418	212	Animalia	Chordata	Cuculiformes	Cuculidae	Coua	Coua delalandei
2497000	212	Animalia	Chordata	Caprimulgiformes	Caprimulgidae	Siphonorhis	Siphonorhis americana
2497899	212	Animalia	Chordata	Strigiformes	Strigidae	Sceloglaux	Sceloglaux albifacies
2498189	212	Animalia	Chordata	Anseriformes	Anatidae	Rhodonessa	Rhodonessa caryophyllacea
4843935	212	Animalia	Chordata		Gobipterygidae	Gobipteryx	Gobipteryx minuta
4844155	212	Animalia	Chordata	Struthioniformes	Aepyornithidae	Aepyornis	Aepyornis hildebrandti
4844156	212	Animalia	Chordata	Struthioniformes	Aepyornithidae	Aepyornis	Aepyornis maximus
4844162	212	Animalia	Chordata	Struthioniformes	Aepyornithidae	Mullerornis	Mullerornis agilis
4844786	212	Animalia	Chordata	Sphenisciformes	Spheniscidae	Pygoscelis	Pygoscelis tyreei
4844808	212	Animalia	Chordata	Sphenisciformes	Spheniscidae	Aptenodytes	Aptenodytes ridgeni
4844828	212	Animalia	Chordata	Sphenisciformes	Spheniscidae	Pachydyptes	Pachydyptes ponderosus
4844834	212	Animalia	Chordata	Sphenisciformes	Spheniscidae	Archaeospheniscus	Archaeospheniscus lopdelli
4844835	212	Animalia	Chordata	Sphenisciformes	Spheniscidae	Archaeospheniscus	Archaeospheniscus lowei
4844838	212	Animalia	Chordata	Sphenisciformes	Spheniscidae	Pseudaptenodytes	Pseudaptenodytes macraei
