specieskey	highertaxon_key	kingdom	phylum	order	family	genus	species
8442486	220	Plantae	Tracheophyta	Malvales	Malvaceae	Tilia	Tilia populifolia
8443173	220	Plantae	Tracheophyta	Aquifoliales	Aquifoliaceae	Ilexpollenites	Ilexpollenites anguloclavatus
8443288	220	Plantae	Tracheophyta	Proteales	Proteaceae	Embothrium	Embothrium pregrandiflorum
8443739	220	Plantae	Tracheophyta	Myrtales	Myrtaceae	Myrtiphyllum	Myrtiphyllum bagualensis
8443859	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites ringens
8444561	220	Plantae	Tracheophyta	Saxifragales	Hamamelidaceae	Hamamelidoxylon	Hamamelidoxylon uniseriatum
8444702	220	Plantae	Tracheophyta			Echitetracolpites	Echitetracolpites tenuiexinatus
8445058	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus cretacea
8445410	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum acuminatum
8445656	220	Plantae	Tracheophyta	Gentianales	Apocynaceae	Cricotriporites	Cricotriporites minutiporus
8446246	220	Plantae	Tracheophyta			Tetracolporites	Tetracolporites spectabilis
8446363	220	Plantae	Tracheophyta			Psilatricolporites	Psilatricolporites medius
8446615	220	Plantae	Tracheophyta	Proteales	Sabiaceae	Meliosma	Meliosma rostellata
8447064	220	Plantae	Tracheophyta			Culmites	Culmites anomalus
8447201	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurus	Laurus antecedens
8447544	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus australis
8448141	220	Plantae	Tracheophyta	Proteales		Peninsulapollis	Peninsulapollis askinae
8448474	220	Plantae	Tracheophyta	Proteales	Proteaceae	Propylipollis	Propylipollis pseudocostatus
8448735	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites communis
8449085	220	Plantae	Tracheophyta	Malvales	Malvaceae	Bombacacidites	Bombacacidites isoreticulatus
8449422	220	Plantae	Tracheophyta	Caryophyllales	Droseraceae	Droseridites	Droseridites senonicus
8449663	220	Plantae	Tracheophyta	Sapindales	Sapindaceae	Sapindoxylon	Sapindoxylon almelai
8449998	220	Plantae	Tracheophyta	Fabales	Fabaceae	Myrtacidites	Myrtacidites psilatus
8450371	220	Plantae	Tracheophyta			Ladakhipollenites	Ladakhipollenites hammenii
8450608	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum pacificum
8450691	220	Plantae	Tracheophyta	Laurales	Hernandiaceae	Illigera	Illigera eocenica
8450954	220	Plantae	Tracheophyta	Myrtales	Myrtaceae	Myrtaciphyllum	Myrtaciphyllum sinuatum
8451544	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites hystricosphaeroides
8451562	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites emardicus
8451905	220	Plantae	Tracheophyta	Laurales	Lauraceae	Persea	Persea brossiana
8452474	220	Plantae	Tracheophyta	Proteales	Nelumbonaceae	Exnelumbites	Exnelumbites callejasiae
8452835	220	Plantae	Tracheophyta	Rosales	Rhamnaceae	Paliurus	Paliurus favonii
8453085	220	Plantae	Tracheophyta	Rosales	Rosaceae	Rubus	Rubus nebuloides
8453533	220	Plantae	Tracheophyta			Chaneya	Chaneya oeningensis
8453675	220	Plantae	Tracheophyta	Rosales	Moraceae	Ficus	Ficus sphericus
8454027	220	Plantae	Tracheophyta	Malvales		Echiperiporites	Echiperiporites estelae
8454047	220	Plantae	Tracheophyta			Periretisyncolpites	Periretisyncolpites magnosagenatus
8454373	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites crassimurus
8454625	220	Plantae	Tracheophyta	Proteales	Proteaceae	Banksieaephyllum	Banksieaephyllum taylorii
8454711	220	Plantae	Tracheophyta	Cornales	Cornaceae	Eomastixia	Eomastixia rugosa
8454937	220	Plantae	Tracheophyta	Dipsacales	Viburnaceae	Viburnum	Viburnum rotundifolium
8455549	220	Plantae	Tracheophyta			Gemmamonocolpites	Gemmamonocolpites ovatus
8455571	220	Plantae	Tracheophyta	Fagales	Betulaceae	Corylus	Corylus insignis
8455917	220	Plantae	Tracheophyta	Austrobaileyales	Trimeniaceae	Cretacaeiporites	Cretacaeiporites polygonalis
8456172	220	Plantae	Tracheophyta	Santalales	Loranthaceae	Syncolporites	Syncolporites marginatus
8456760	220	Plantae	Tracheophyta			Psilatricolporites	Psilatricolporites optimus
8456875	220	Plantae	Tracheophyta			Rhoipites	Rhoipites hispidus
8457709	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum longfordiensis
8458051	220	Plantae	Tracheophyta	Fagales	Fagaceae	Nothofagoxylon	Nothofagoxylon paraprocera
8458421	220	Plantae	Tracheophyta			Striatopollis	Striatopollis reticulatus
8458781	220	Plantae	Tracheophyta	Fagales	Betulaceae	Betulites	Betulites quadratifolius
8459240	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites equatorialis
8459352	220	Plantae	Tracheophyta			Kachaikenia	Kachaikenia compuesta
8459595	220	Plantae	Tracheophyta	Buxales	Didymelaceae	Hexaporotricolpites	Hexaporotricolpites lamellaferus
8459937	220	Plantae	Tracheophyta	Malpighiales	Euphorbiaceae	Tricolporopollenites	Tricolporopollenites subtilis
8460031	220	Plantae	Tracheophyta	Apiales	Araliaceae	Araliaephyllum	Araliaephyllum quinquelobatus
8460170	220	Plantae	Tracheophyta	Asterales	Asteraceae	Tubulifloridites	Tubulifloridites simplis
8460507	220	Plantae	Tracheophyta	Fabales	Fabaceae	Polyadopollenites	Polyadopollenites vancampoi
8460741	220	Plantae	Tracheophyta	Fabales	Polygalaceae	Tubistephanocolpites	Tubistephanocolpites cylindricus
8460856	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites crassicostatus
8461179	220	Plantae	Tracheophyta	Laurales	Atherospermataceae	Laurelia	Laurelia otagoensis
8461690	220	Plantae	Tracheophyta			Catinipollis	Catinipollis geiseltalensis
8462068	220	Plantae	Tracheophyta	Fagales	Fagaceae	Castanea	Castanea fujiyamae
8462412	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum perseanum
8462660	220	Plantae	Tracheophyta	Solanales	Convolvulaceae	Perfotricolpites	Perfotricolpites digitatus
8463243	220	Plantae	Tracheophyta			Rhoipites	Rhoipites santafesii
8463358	220	Plantae	Tracheophyta			Caloda	Caloda delevoryana
8463359	220	Plantae	Tracheophyta	Saxifragales	Hamamelidaceae	Parrotia	Parrotia brevipetiolata
8463599	220	Plantae	Tracheophyta	Ranunculales	Menispermaceae	Stephania	Stephania hootae
8463952	220	Plantae	Tracheophyta	Sapindales	Anacardiaceae	Haplorhus	Haplorhus medranoensis
8464556	220	Plantae	Tracheophyta			Periporopollenites	Periporopollenites pallidus
8465029	220	Plantae	Tracheophyta	Icacinales	Icacinaceae	Icacinicaryites	Icacinicaryites linchensis
8465435	220	Plantae	Tracheophyta	Rosales	Rhamnaceae	Rhamnus	Rhamnus salicifolius
8465468	220	Plantae	Tracheophyta	Proteales	Proteaceae	Banksieaephyllum	Banksieaephyllum incisum
8465720	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites albiensis
8466054	220	Plantae	Tracheophyta			Rousea	Rousea delicipollis
8466078	220	Plantae	Tracheophyta	Malvales	Malvaceae	Malvaciphyllum	Malvaciphyllum quenquiadensis
8467016	220	Plantae	Tracheophyta	Oxalidales	Cunoniaceae	Eucryphia	Eucryphia reticulata
8467386	220	Plantae	Tracheophyta	Caryophyllales	Polygonaceae	Polygonocarpum	Polygonocarpum curtisii
8467387	220	Plantae	Tracheophyta			Thorphyllum	Thorphyllum patagonica
8467751	220	Plantae	Tracheophyta	Fabales	Fabaceae	Acacioxylon	Acacioxylon odonellii
8467982	220	Plantae	Tracheophyta	Myrtales		Myrtaceidites	Myrtaceidites eugeniioides
8468577	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites kaitangataensis
8468603	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites cranwellae
8468960	220	Plantae	Tracheophyta			Striatricolporites	Striatricolporites agustinus
8469547	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum lomatioides
8469657	220	Plantae	Tracheophyta	Sapindales	Rutaceae	Ptelea	Ptelea paliuruoides
8469799	220	Plantae	Tracheophyta			Foveotriporites	Foveotriporites hammenii
8469913	220	Plantae	Tracheophyta	Rosales	Rhamnaceae	Zizyphus	Zizyphus chubutensis
8470156	220	Plantae	Tracheophyta	Fabales	Fabaceae	Praedapollis	Praedapollis flexibilis
8470495	220	Plantae	Tracheophyta	Sapindales	Rutaceae	Rutaspermum	Rutaspermum messelense
8471079	220	Plantae	Tracheophyta	Malvales	Malvaceae	Bombacacidites	Bombacacidites soleaformis
8471435	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites gigantoreticulatus
8471679	220	Plantae	Tracheophyta	Proteales	Proteaceae	Propylipollis	Propylipollis ambiguus
8472020	220	Plantae	Tracheophyta	Proteales	Platanaceae	Platanites	Platanites raynoldsii
8472603	220	Plantae	Tracheophyta	Icacinales	Icacinaceae	Icacinoxylon	Icacinoxylon pittiense
8472625	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus microphylla
8472974	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum acrodromum
8473119	220	Plantae	Tracheophyta	Fagales	Juglandaceae	Cyclocarya	Cyclocarya hispida
8473221	220	Plantae	Tracheophyta	Cornales	Cornaceae	Dunstania	Dunstania lakensis
8473570	220	Plantae	Tracheophyta	Malpighiales	Clusiaceae	Pachydermites	Pachydermites diederixi
8473832	220	Plantae	Tracheophyta			Brevitricolpites	Brevitricolpites macroexinatus
8474207	220	Plantae	Tracheophyta	Saxifragales	Altingiaceae	Liquidambar	Liquidambar dakotense
8474552	220	Plantae	Tracheophyta	Gentianales	Apocynaceae	Cricotriporites	Cricotriporites fragilis
8474791	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum piatnitzkyi
8475140	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus simplicidens
8476033	220	Plantae	Tracheophyta	Myrtales	Myrtaceae	Myrtophyllum	Myrtophyllum torreyi
8476112	220	Plantae	Tracheophyta	Proteales	Proteaceae	Lomatia	Lomatia preferruginea
8476348	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites mutabilis
8476708	220	Plantae	Tracheophyta	Malpighiales	Salicaceae	Banaraphyllum	Banaraphyllum ovatum
8477634	220	Plantae	Tracheophyta	Fabales	Fabaceae	Margocolporites	Margocolporites vanwijhei
8477887	220	Plantae	Tracheophyta	Vitales	Vitaceae	Cissites	Cissites patagonica
8478007	220	Plantae	Tracheophyta			Ericipites	Ericipites crassiexinus
8478276	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum falcatum
8478620	220	Plantae	Tracheophyta	Proteales		Proteacidites	Proteacidites sigalii
8478747	220	Plantae	Tracheophyta	Sapindales	Sapindaceae	Dictyoneura	Dictyoneura higginsi
8478897	220	Plantae	Tracheophyta			Striatricolporites	Striatricolporites fragilis
8479245	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites nanus
8479270	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites flemingii
8479612	220	Plantae	Tracheophyta	Laurales	Lauraceae	Marmarthia	Marmarthia trivialis
8479871	220	Plantae	Tracheophyta	Myrtales	Onagraceae	Corsinipollenites	Corsinipollenites jussiaeensis
8480231	220	Plantae	Tracheophyta	Proteales		Retidiporites	Retidiporites magdalenensis
8480479	220	Plantae	Tracheophyta			Tricolporites	Tricolporites prolata
8480854	220	Plantae	Tracheophyta	Oxalidales	Cunoniaceae	Codia	Codia australiensis
8481194	220	Plantae	Tracheophyta	Sapindales	Anacardiaceae	Anacardium	Anacardium peruvianum
8481790	220	Plantae	Tracheophyta	Malvales	Malvaceae	Malvacarpus	Malvacarpus octoloculus
8481815	220	Plantae	Tracheophyta			Rousea	Rousea florentina
8482416	220	Plantae	Tracheophyta	Proteales	Proteaceae	Doroteoxylon	Doroteoxylon vicentiperezii
8482759	220	Plantae	Tracheophyta	Proteales	Proteaceae	Orites	Orites excelsoides
8483360	220	Plantae	Tracheophyta			Periporopollenites	Periporopollenites vesicus
8483747	220	Plantae	Tracheophyta	Chloranthales	Chloranthaceae	Clavatipollenites	Clavatipollenites minutus
8484000	220	Plantae	Tracheophyta	Sapindales	Anacardiaceae	Schinus	Schinus herbstii
8484611	220	Plantae	Tracheophyta			Colombipollis	Colombipollis tropicalis
8484984	220	Plantae	Tracheophyta	Icacinales	Icacinaceae	Icacinicarya	Icacinicarya dictyota
8485240	220	Plantae	Tracheophyta	Fabales	Fabaceae	Coronilla	Coronilla subrobusta
8485562	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum australum
8485900	220	Plantae	Tracheophyta	Fagales	Fagaceae	Fagus	Fagus subferruginea
8486258	220	Plantae	Tracheophyta			Scabrastephanocolpites	Scabrastephanocolpites vanegensis
8486528	220	Plantae	Tracheophyta	Proteales		Proteacidites	Proteacidites tenuiexinus
8486869	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum rugulatum
8487127	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites kirchheimerii
8487248	220	Plantae	Tracheophyta	Vitales	Vitaceae	Parthenocissus	Parthenocissus ursina
8487385	220	Plantae	Tracheophyta	Myrtales	Lythraceae	Sahnipushpam	Sahnipushpam shuklai
8487496	220	Plantae	Tracheophyta	Fabales	Fabaceae	Leguminosites	Leguminosites belensis
8487854	220	Plantae	Tracheophyta	Asterales	Asteraceae	Tubulifloridites	Tubulifloridites minutus
8488102	220	Plantae	Tracheophyta	Malpighiales	Euphorbiaceae	Bridelioxylon	Bridelioxylon americanum
8488702	220	Plantae	Tracheophyta			Malvacipollis	Malvacipollis subtilis
8488818	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites lachkarii
8489674	220	Plantae	Tracheophyta			Striatopollis	Striatopollis variabilis
8490036	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus mucronata
8490388	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum intramarginatum
8490909	220	Plantae	Tracheophyta	Sapindales	Sapindaceae	Sapindoides	Sapindoides peruvianus
8490997	220	Plantae	Tracheophyta	Trochodendrales	Trochodendraceae	Trochodendroides	Trochodendroides arctica
8491360	220	Plantae	Tracheophyta			Psilatricolporites	Psilatricolporites undulatus
8491618	220	Plantae	Tracheophyta	Ranunculales	Menispermaceae	Palaeosinomenium	Palaeosinomenium venablesi
8491969	220	Plantae	Tracheophyta	Santalales		Anacolosidites	Anacolosidites diffusa
8492220	220	Plantae	Tracheophyta	Laurales	Lauraceae	Cinnamomum	Cinnamomum sezannense
8492595	220	Plantae	Tracheophyta			Gemmamonocolpites	Gemmamonocolpites amicus
8492963	220	Plantae	Tracheophyta	Cornales	Nyssaceae	Nyssa	Nyssa disseminata
8493224	220	Plantae	Tracheophyta	Proteales	Proteaceae	Musgraveinanthus	Musgraveinanthus alcoensis
8493572	220	Plantae	Tracheophyta	Proteales	Proteaceae	Banksieaephyllum	Banksieaephyllum westdaliense
8493825	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites sagax
8494185	220	Plantae	Tracheophyta	Malvales	Malvaceae	Bacutriporites	Bacutriporites orluensis
8495517	220	Plantae	Tracheophyta			Favitricolporites	Favitricolporites australis
8496120	220	Plantae	Tracheophyta	Myrtales	Myrtaceae	Myrtaciphyllum	Myrtaciphyllum westdaliense
8496742	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites waipawaensis
8496763	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites paucispinosus
8497371	220	Plantae	Tracheophyta	Myrtales	Myrtaceae	Myrtaciphyllum	Myrtaciphyllum eremeaensis
8497711	220	Plantae	Tracheophyta	Proteales	Proteaceae	Persoonieaephyllum	Persoonieaephyllum villosum
8498322	220	Plantae	Tracheophyta	Rosales	Rosaceae	Prunus	Prunus careyhurstia
8498681	220	Plantae	Tracheophyta	Sapindales	Sapindaceae	Cupanieidites	Cupanieidites othoteichus
8498931	220	Plantae	Tracheophyta	Sapindales	Meliaceae	Cedrelospermum	Cedrelospermum leptospermum
8499296	220	Plantae	Tracheophyta	Malvales	Malvaceae	Bombacacidites	Bombacacidites foveoreticulatus
8499671	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites protoclarensis
8499920	220	Plantae	Tracheophyta	Proteales	Proteaceae	Triporopollenites	Triporopollenites stephanoreticulatus
8500931	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus palustris
8501290	220	Plantae	Tracheophyta	Malpighiales	Humiriaceae	Vantanea	Vantanea cipaconensis
8502153	220	Plantae	Tracheophyta			Psilatricolporites	Psilatricolporites vanus
8502264	220	Plantae	Tracheophyta			Parsonsidites	Parsonsidites multiporus
8502525	220	Plantae	Tracheophyta	Saxifragales	Haloragaceae	Wilsonipites	Wilsonipites reticulominutus
8503158	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum squamatum
8503517	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus densinervosa
8503896	220	Plantae	Tracheophyta			Striatopollis	Striatopollis minor
8504779	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites pristinus
8504901	220	Plantae	Tracheophyta			Senipites	Senipites patagonica
8505151	220	Plantae	Tracheophyta	Malpighiales	Salicaceae	Populus	Populus tidwellii
8505507	220	Plantae	Tracheophyta	Malpighiales	Euphorbiaceae	Euphorbiotheca	Euphorbiotheca mallotoides
8505749	220	Plantae	Tracheophyta	Asterales	Asteraceae	Tubulifloridites	Tubulifloridites lilliei
8506477	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites marianis
8506727	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum serratum
8507070	220	Plantae	Tracheophyta	Proteales		Proteacidites	Proteacidites obscurus
8507334	220	Plantae	Tracheophyta			Foveotricolporites	Foveotricolporites voluminosus
8507458	220	Plantae	Tracheophyta	Malpighiales	Euphorbiaceae	Jatropha	Jatropha tertiaria
8507695	220	Plantae	Tracheophyta	Fagales	Casuarinaceae	Gymnostoma	Gymnostoma antiquum
8507713	220	Plantae	Tracheophyta	Fagales	Fagaceae	Fagophyllum	Fagophyllum duseni
8508080	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum angulosum
8508700	220	Plantae	Tracheophyta	Icacinales	Icacinaceae	Icacinicarya	Icacinicarya densipunctata
8508940	220	Plantae	Tracheophyta			Rhoipites	Rhoipites baculatus
8509062	220	Plantae	Tracheophyta	Gentianales	Rubiaceae	Coprosma	Coprosma incerta
8509319	220	Plantae	Tracheophyta	Ranunculales	Menispermaceae	Tinomiscoidea	Tinomiscoidea jacquesii
8509701	220	Plantae	Tracheophyta	Sapindales	Anacardiaceae	Astroniumxylon	Astroniumxylon parabalansae
8509952	220	Plantae	Tracheophyta	Chloranthales	Chloranthaceae	Clavatipollenites	Clavatipollenites dividuus
8510080	220	Plantae	Tracheophyta	Rosales	Moraceae	Ficophyllum	Ficophyllum skuaensis
8510331	220	Plantae	Tracheophyta			Srivastavapollenites	Srivastavapollenites exoticus
8510956	220	Plantae	Tracheophyta	Proteales	Proteaceae	Orites	Orites truncata
8511330	220	Plantae	Tracheophyta	Proteales	Proteaceae	Banksieaeidites	Banksieaeidites arcuatus
8511598	220	Plantae	Tracheophyta	Ceratophyllales	Ceratophyllaceae	Donlesia	Donlesia dakotensis
8511957	220	Plantae	Tracheophyta			Rousea	Rousea georgensis
8513330	220	Plantae	Tracheophyta			Rhoipites	Rhoipites bradleyi
8513578	220	Plantae	Tracheophyta	Proteales		Retidiporites	Retidiporites elongatus
8513664	220	Plantae	Tracheophyta	Proteales	Proteaceae	Roupala	Roupala patagonica
8513928	220	Plantae	Tracheophyta	Myrtales	Onagraceae	Corsinipollenites	Corsinipollenites psilatus
8514197	220	Plantae	Tracheophyta	Laurales	Lauraceae	Marmarthia	Marmarthia pearsonii
8514549	220	Plantae	Tracheophyta	Fagales	Fagaceae	Quercus	Quercus macneilii
8514576	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites dorotensis
8514912	220	Plantae	Tracheophyta			Striatricolporites	Striatricolporites pimulis
8515176	220	Plantae	Tracheophyta	Proteales		Proteacidites	Proteacidites parvus
8515418	220	Plantae	Tracheophyta	Brassicales	Akaniaceae	Akania	Akania americana
8515547	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum tasmanicum
8515811	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites rakosii
8515931	220	Plantae	Tracheophyta	Vitales	Vitaceae	Cissites	Cissites parvifolius
8516190	220	Plantae	Tracheophyta	Fabales	Fabaceae	Margocolporites	Margocolporites tenuireticulatus
8516822	220	Plantae	Tracheophyta	Ericales	Ebenaceae	Austrodiospyros	Austrodiospyros cryptostoma
8517212	220	Plantae	Tracheophyta	Oxalidales	Elaeocarpaceae	Sloanea	Sloanea messelensis
8517467	220	Plantae	Tracheophyta	Myrtales	Myrtaceae	Myrcia	Myrcia nitens
8517849	220	Plantae	Tracheophyta	Proteales	Proteaceae	Lomatia	Lomatia occidentalis
8518868	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus bulbosa
8519236	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum otagoensis
8519498	220	Plantae	Tracheophyta	Rosales	Moraceae	Ficus	Ficus asiminaefolia
8519499	220	Plantae	Tracheophyta	Gentianales	Apocynaceae	Cricotriporites	Cricotriporites guianensis
8519873	220	Plantae	Tracheophyta	Saxifragales	Hamamelidaceae	Corylopsis	Corylopsis maii
8520135	220	Plantae	Tracheophyta			Forcipites	Forcipites longus
8520257	220	Plantae	Tracheophyta			Brevitricolpites	Brevitricolpites microechinatus
8520513	220	Plantae	Tracheophyta	Malpighiales		Ctenolophonidites	Ctenolophonidites lisamae
8521159	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum hickenii
8521512	220	Plantae	Tracheophyta	Fagales	Nothofagaceae	Nothofagus	Nothofagus cethanica
8521885	220	Plantae	Tracheophyta			Dicotylophyllum	Dicotylophyllum elegans
8522514	220	Plantae	Tracheophyta	Proteales	Proteaceae	Propylipollis	Propylipollis microverrucatus
8522623	220	Plantae	Tracheophyta	Laurales	Lauraceae	Lindera	Lindera obtusata
8522781	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites asperamarginis
8523167	220	Plantae	Tracheophyta	Malvales	Malvaceae	Bombacacidites	Bombacacidites fossureticulatus
8523541	220	Plantae	Tracheophyta	Ericales	Theaceae	Camelliacarpoidea	Camelliacarpoidea messelensis
8524164	220	Plantae	Tracheophyta	Fabales	Fabaceae	Spirosyncolpites	Spirosyncolpites clavatus
8524426	220	Plantae	Tracheophyta	Rosales	Rhamnaceae	Rhamnites	Rhamnites cleburnii
8524549	220	Plantae	Tracheophyta			Duplotriporites	Duplotriporites ariani
8524806	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum attenuatum
8525174	220	Plantae	Tracheophyta	Myrtales	Myrtaceae	Myrceugenia	Myrceugenia chubutense
8525452	220	Plantae	Tracheophyta	Trochodendrales	Trochodendraceae	Tetracentron	Tetracentron remberi
8525453	220	Plantae	Tracheophyta			Gemmatricolpites	Gemmatricolpites pergemmatus
8525806	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites acromegacanthus
8525830	220	Plantae	Tracheophyta	Fagales		Nothofagidites	Nothofagidites rocaensis
8526176	220	Plantae	Tracheophyta	Laurales	Lauraceae	Cryptocaryoides	Cryptocaryoides mariasantisimensis
8526442	220	Plantae	Tracheophyta	Myrtales	Myrtaceae	Myrciophyllum	Myrciophyllum tucumanensis
8526791	220	Plantae	Tracheophyta	Proteales	Nelumbonaceae	Nelumbo	Nelumbo puertae
8527055	220	Plantae	Tracheophyta	Fagales	Juglandaceae	Polyptera	Polyptera manningii
8527058	220	Plantae	Tracheophyta			Albertipollenites	Albertipollenites limai
8527444	220	Plantae	Tracheophyta	Oxalidales	Cunoniaceae	Eucryphia	Eucryphia aberensis
8528455	220	Plantae	Tracheophyta			Syndemicolpites	Syndemicolpites petriellai
8528837	220	Plantae	Tracheophyta	Gunnerales	Gunneraceae	Tricolpites	Tricolpites microstriatus
8529088	220	Plantae	Tracheophyta	Proteales	Proteaceae	Banksieaephyllum	Banksieaephyllum cuneatum
8529453	220	Plantae	Tracheophyta	Proteales	Proteaceae	Echitriporites	Echitriporites irregularis
8530073	220	Plantae	Tracheophyta			Haloragacidites	Haloragacidites harrisii
8530465	220	Plantae	Tracheophyta	Austrobaileyales	Trimeniaceae	Cretacaeiporites	Cretacaeiporites muellerii
8530708	220	Plantae	Tracheophyta	Santalales	Loranthaceae	Syncolporites	Syncolporites incomptus
8530982	220	Plantae	Tracheophyta	Boraginales	Boraginaceae	Cordioxylon	Cordioxylon prototrichotoma
8531083	220	Plantae	Tracheophyta	Ranunculales	Menispermaceae	Menispina	Menispina evidens
8531446	220	Plantae	Tracheophyta			Rhoipites	Rhoipites minusculus
8532067	220	Plantae	Tracheophyta	Malvales	Malvaceae	Sterculia	Sterculia washburnii
8532336	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum cuspidatus
8532687	220	Plantae	Tracheophyta	Fagales	Fagaceae	Dryophyllum	Dryophyllum australis
8532710	220	Plantae	Tracheophyta	Ericales	Ericaceae	Richeaphyllum	Richeaphyllum waimumuensis
8533073	220	Plantae	Tracheophyta			Striatopollis	Striatopollis paraneus
8533714	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum alloxylonoides
8533986	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites elsikii
8534108	220	Plantae	Tracheophyta	Paracryphiales	Paracryphiaceae	Quintinia	Quintinia tasmanensis
8534365	220	Plantae	Tracheophyta	Buxales	Didymelaceae	Hexaporotricolpites	Hexaporotricolpites emelianovi
8534966	220	Plantae	Tracheophyta	Malpighiales	Euphorbiaceae	Limalbocarpon	Limalbocarpon readlynensis
8535315	220	Plantae	Tracheophyta	Buxales	Didymelaceae	Hexaporotricolpites	Hexaporotricolpites potoniei
8535583	220	Plantae	Tracheophyta			Ailanthipites	Ailanthipites mulleri
8535698	220	Plantae	Tracheophyta			Retitricolporites	Retitricolporites ogowensis
8535963	220	Plantae	Tracheophyta	Proteales	Proteaceae	Euproteaciphyllum	Euproteaciphyllum polymorphum
8536624	220	Plantae	Tracheophyta			Striatopollis	Striatopollis exiguus
8537025	220	Plantae	Tracheophyta	Fagales	Fagaceae	Nothofagoxylon	Nothofagoxylon triseriatum
8537403	220	Plantae	Tracheophyta	Laurales	Lauraceae	Laurophyllum	Laurophyllum waipiata
8537671	220	Plantae	Tracheophyta	Malvales	Malvaceae	Sterculia	Sterculia patagonica
